"","int_vote_trump","voted_trump","int_vote_clinton","voted_clinton","lib_conserv_scale","white_voter","latino_voter","swing_voter","swing_trump","swing_hillary","region","age","religion_important_life"
"437",0,0,0,1,2,0,0,0,0,1,"Midwest",39,1
"438",0,0,0,0,1,0,0,0,0,0,"South",54,0
"439",0,0,1,1,3,1,0,0,0,0,"Midwest",23,0
"440",0,0,1,1,1,0,0,0,0,0,"Midwest",46,0
"441",1,1,0,0,6,1,1,0,0,0,"South",33,1
"442",1,1,0,0,6,1,0,0,0,0,"Midwest",78,1
"443",0,0,1,1,3,1,0,0,0,0,"South",70,1
"444",0,0,1,0,5,0,0,0,0,0,"West",42,1
"445",0,0,1,1,2,1,0,0,0,0,"South",55,1
"446",0,0,0,0,5,1,0,0,0,0,"Midwest",21,1
"447",0,0,1,0,6,0,1,0,0,0,"West",28,0
"448",1,1,0,0,6,1,0,0,0,0,"South",80,1
"449",0,0,0,0,2,1,0,0,0,0,"South",30,0
"450",1,1,0,0,6,1,0,0,0,0,"West",80,1
"451",0,0,0,1,3,0,0,0,0,1,"South",39,1
"452",0,0,0,0,4,1,0,0,0,0,"South",58,1
"453",1,1,0,0,5,1,0,0,0,0,"Midwest",58,1
"454",1,0,0,0,5,1,0,1,0,0,"Midwest",23,1
"455",0,1,0,0,4,0,1,1,1,0,"West",62,1
"456",0,0,1,0,3,1,1,0,0,0,"South",45,0
"457",0,0,0,1,1,1,0,0,0,1,"South",34,1
"458",1,0,0,0,5,1,0,1,0,0,"South",29,1
"459",0,0,1,0,2,1,0,0,0,0,"West",25,0
"460",0,0,1,0,3,1,0,0,0,0,"Northeast",36,1
"461",1,0,0,1,5,0,0,1,0,1,"Midwest",24,1
"462",1,0,0,0,5,1,1,1,0,0,"South",52,0
"463",0,0,1,0,5,1,0,0,0,0,"South",23,1
"464",0,0,0,0,5,1,0,0,0,0,"Midwest",27,1
"465",0,0,1,1,2,0,0,0,0,0,"South",29,1
"466",0,0,1,1,2,1,0,0,0,0,"Midwest",90,1
"467",1,0,0,0,6,1,0,1,0,0,"Northeast",81,1
"468",0,0,1,0,2,1,1,0,0,0,"West",68,0
"469",1,1,0,0,6,1,0,0,0,0,"Northeast",39,1
"470",0,0,1,0,2,1,0,0,0,0,"West",34,1
"471",0,0,0,0,5,1,0,0,0,0,"Midwest",19,1
"472",1,1,0,0,6,1,0,0,0,0,"South",65,1
"473",0,0,0,0,4,1,0,0,0,0,"Midwest",35,0
"474",1,1,0,0,7,1,0,0,0,0,"South",65,1
"475",1,0,0,0,7,1,0,1,0,0,"South",45,1
"476",0,0,1,1,4,1,0,0,0,0,"Midwest",57,1
"477",0,0,1,1,2,1,0,0,0,0,"Northeast",43,1
"478",0,0,1,1,1,0,0,0,0,0,"South",26,0
"479",0,1,0,0,4,1,0,1,1,0,"Midwest",47,1
"480",0,0,1,0,3,1,0,0,0,0,"West",62,0
"481",0,0,0,1,2,1,1,0,0,1,"South",36,0
"482",0,0,1,0,2,1,0,0,0,0,"Midwest",43,1
"483",0,0,1,0,1,1,0,0,0,0,"South",74,1
"484",1,0,0,0,5,1,0,1,0,0,"South",45,0
"485",1,1,0,0,6,1,0,0,0,0,"Midwest",57,1
"486",0,0,0,0,4,1,0,0,0,0,"South",30,1
"487",0,1,0,0,7,1,0,1,1,0,"Northeast",60,1
"488",0,0,1,1,1,1,0,0,0,0,"Northeast",23,1
"489",0,0,0,0,4,1,0,0,0,0,"South",22,1
"490",0,0,1,1,5,0,0,0,0,0,"South",60,1
"491",0,0,0,0,4,0,0,0,0,0,"West",66,1
"492",0,0,1,1,1,1,0,0,0,0,"West",64,1
"493",0,1,0,0,4,1,0,1,1,0,"Northeast",44,1
"494",1,1,0,0,6,1,0,0,0,0,"South",49,1
"495",0,0,1,1,2,1,0,0,0,0,"South",29,0
"496",0,0,1,0,2,0,0,0,0,0,"Midwest",39,1
"497",1,1,0,0,6,1,0,0,0,0,"South",62,1
"498",0,0,1,1,3,0,0,0,0,0,"South",57,1
"499",0,0,0,0,5,1,0,0,0,0,"South",77,1
"500",0,1,1,0,4,1,0,1,1,0,"Midwest",58,1
"501",0,0,0,0,5,1,0,0,0,0,"West",59,1
"502",1,1,0,0,7,1,0,0,0,0,"Midwest",59,1
"503",0,0,0,1,4,0,0,0,0,1,"Midwest",56,1
"504",0,0,1,0,4,0,0,0,0,0,"Northeast",34,1
"505",1,1,0,0,6,1,0,0,0,0,"West",44,1
"506",1,1,0,0,5,1,0,0,0,0,"Midwest",24,1
"507",0,0,0,0,7,1,1,0,0,0,"South",24,1
"508",0,0,1,1,4,0,0,0,0,0,"Midwest",51,1
"509",1,1,0,0,5,1,0,0,0,0,"West",62,1
"510",0,0,1,1,4,1,0,0,0,0,"West",36,1
"511",1,1,0,0,5,1,0,0,0,0,"Midwest",53,1
"512",0,0,1,0,3,1,0,0,0,0,"South",58,1
"513",0,0,0,1,4,1,0,0,0,1,"South",63,1
"514",0,0,0,0,1,1,0,0,0,0,"South",21,1
"515",0,0,0,0,2,0,0,0,0,0,"Northeast",76,1
"516",1,1,0,0,6,0,0,0,0,0,"Midwest",63,1
"517",0,0,0,0,5,0,0,0,0,0,"Northeast",51,1
"518",0,0,0,0,4,1,0,0,0,0,"West",84,1
"519",0,0,1,1,5,0,0,0,0,0,"South",38,0
"520",0,0,1,1,2,1,1,0,0,0,"West",42,1
"521",1,0,0,0,3,1,0,1,0,0,"West",45,1
"522",0,0,0,0,4,0,1,0,0,0,"West",35,1
"523",1,0,0,1,5,1,0,1,0,1,"Northeast",41,0
"524",0,0,1,1,4,1,0,0,0,0,"Northeast",51,0
"525",1,1,0,0,4,1,0,0,0,0,"South",60,1
"526",0,0,1,1,4,1,0,0,0,0,"South",85,1
"527",1,1,0,0,6,1,0,0,0,0,"South",56,1
"528",0,0,1,1,3,1,1,0,0,0,"Northeast",28,0
"529",0,0,0,0,4,1,0,0,0,0,"West",56,1
"530",1,1,0,0,4,1,0,0,0,0,"Northeast",52,1
"531",1,1,0,0,6,1,0,0,0,0,"South",79,1
"532",0,0,1,1,3,1,0,0,0,0,"Midwest",48,1
"533",0,0,1,1,4,0,0,0,0,0,"South",62,1
"534",1,1,0,0,6,1,0,0,0,0,"South",65,1
"535",0,0,1,1,4,1,0,0,0,0,"Midwest",52,1
"536",1,1,0,0,6,1,0,0,0,0,"Midwest",48,1
"537",1,0,0,0,4,1,0,1,0,0,"South",75,0
"538",1,0,0,0,3,1,0,1,0,0,"West",39,0
"539",0,0,0,0,4,1,0,0,0,0,"South",29,0
"540",0,0,1,1,2,1,0,0,0,0,"South",81,1
"541",0,0,1,1,5,1,0,0,0,0,"Northeast",34,1
"542",0,0,0,0,5,1,0,0,0,0,"West",54,1
"543",1,0,0,0,6,1,0,1,0,0,"West",70,0
"544",0,0,1,1,4,1,0,0,0,0,"West",68,1
"545",0,0,1,1,3,1,0,0,0,0,"Northeast",53,0
"546",1,1,0,0,6,1,0,0,0,0,"South",75,0
"547",0,1,0,0,4,1,1,1,1,0,"West",60,1
"548",1,1,0,0,6,1,0,0,0,0,"South",57,1
"549",0,0,1,0,6,0,0,0,0,0,"South",48,1
"550",0,1,0,0,4,1,0,1,1,0,"South",34,0
"551",1,1,0,0,6,1,0,0,0,0,"Midwest",87,1
"552",1,1,0,0,4,1,0,0,0,0,"South",66,1
"553",0,0,1,1,4,1,0,0,0,0,"Northeast",36,0
"554",0,0,1,1,1,1,0,0,0,0,"West",37,0
"555",0,0,1,1,3,1,1,0,0,0,"South",49,1
"556",0,0,0,0,4,1,0,0,0,0,"Northeast",34,1
"557",0,0,0,1,4,1,0,0,0,1,"Northeast",34,1
"558",1,1,0,0,3,1,0,0,0,0,"Northeast",54,1
"559",0,0,0,0,5,1,0,0,0,0,"Midwest",74,1
"560",0,0,0,0,2,1,1,0,0,0,"South",33,0
"561",0,0,0,0,3,1,0,0,0,0,"Midwest",60,1
"562",0,1,0,0,4,1,0,1,1,0,"Northeast",71,1
"563",0,1,0,0,4,0,0,1,1,0,"West",35,1
"564",0,0,1,1,2,1,0,0,0,0,"Northeast",59,0
"565",0,0,0,0,2,1,0,0,0,0,"Midwest",80,1
"566",0,0,0,1,5,0,0,0,0,1,"West",52,1
"567",0,0,1,1,2,1,1,0,0,0,"West",31,0
"568",1,1,0,0,6,1,0,0,0,0,"South",43,1
"569",0,0,1,1,2,1,0,0,0,0,"Northeast",51,0
"570",0,0,1,0,6,0,0,0,0,0,"South",43,1
"571",0,0,1,1,1,1,0,0,0,0,"South",37,1
"572",1,0,0,0,7,1,0,1,0,0,"South",68,1
"573",0,0,1,1,4,1,1,0,0,0,"Midwest",67,1
"574",1,1,0,0,4,1,0,0,0,0,"Midwest",50,1
"575",0,0,0,0,4,1,0,0,0,0,"Midwest",64,1
"576",0,0,1,1,2,0,0,0,0,0,"South",37,1
"577",0,0,1,0,4,1,1,0,0,0,"South",50,1
"578",0,0,1,1,1,1,0,0,0,0,"South",74,1
"579",1,0,0,0,6,1,0,1,0,0,"Midwest",53,1
"580",1,1,0,0,4,1,1,0,0,0,"West",47,0
"581",0,0,0,0,4,1,0,0,0,0,"South",37,0
"582",1,1,0,0,6,1,0,0,0,0,"Midwest",38,1
"583",0,0,0,0,5,1,1,0,0,0,"South",30,1
"584",0,0,0,0,3,1,1,0,0,0,"South",28,0
"585",1,1,0,0,4,1,0,0,0,0,"South",31,0
"586",1,0,0,0,4,1,0,1,0,0,"Midwest",30,1
"587",0,0,0,0,3,1,0,0,0,0,"South",57,0
"588",0,0,1,1,3,0,0,0,0,0,"Midwest",30,1
"589",1,1,0,0,6,1,0,0,0,0,"Midwest",46,1
"590",1,0,0,0,6,1,0,1,0,0,"South",68,1
"591",1,1,0,0,6,1,0,0,0,0,"South",57,1
"592",0,0,0,0,4,1,1,0,0,0,"South",18,1
"593",0,0,0,0,4,1,1,0,0,0,"South",18,1
"594",0,0,1,1,3,1,0,0,0,0,"West",67,0
"595",0,0,1,1,7,0,0,0,0,0,"Northeast",40,1
"596",0,0,1,0,1,1,0,0,0,0,"West",37,1
"597",0,0,1,1,3,1,0,0,0,0,"Midwest",77,1
"598",1,1,0,0,4,0,0,0,0,0,"West",47,1
"599",0,0,1,1,2,1,0,0,0,0,"South",75,0
"600",0,0,1,1,1,1,0,0,0,0,"Midwest",71,0
"601",0,0,0,1,4,0,1,0,0,1,"West",67,1
"602",0,1,0,0,4,1,0,1,1,0,"Midwest",26,0
"603",0,0,0,0,4,1,0,0,0,0,"Midwest",25,0
"604",1,0,0,0,6,1,0,1,0,0,"West",61,1
"605",0,0,0,0,5,0,0,0,0,0,"Northeast",31,1
"606",0,0,1,1,2,1,0,0,0,0,"West",27,0
"607",0,0,1,1,6,0,0,0,0,0,"Midwest",38,1
"608",0,0,1,1,2,1,0,0,0,0,"South",39,0
"609",1,1,0,0,6,1,0,0,0,0,"Midwest",74,1
"610",0,0,1,1,4,1,0,0,0,0,"Midwest",63,1
"611",1,1,0,0,6,1,0,0,0,0,"South",18,1
"612",0,1,0,0,4,1,0,1,1,0,"South",65,1
"613",0,0,0,0,5,1,0,0,0,0,"Northeast",85,1
"614",1,1,0,0,5,1,1,0,0,0,"West",66,1
"615",0,0,1,1,4,0,0,0,0,0,"South",89,1
"616",1,1,0,0,5,1,0,0,0,0,"Midwest",55,1
"617",0,0,1,1,2,0,0,0,0,0,"Northeast",47,1
"618",1,1,0,0,6,1,0,0,0,0,"West",83,1
"619",0,0,0,0,5,1,0,0,0,0,"West",23,0
"620",1,1,0,0,6,1,0,0,0,0,"Northeast",42,1
"621",0,0,1,1,4,1,0,0,0,0,"Midwest",79,1
"622",0,0,1,1,1,1,0,0,0,0,"West",30,0
"623",0,0,1,0,5,1,1,0,0,0,"South",55,1
"624",0,0,1,1,7,0,0,0,0,0,"South",22,1
"625",0,0,1,1,7,0,0,0,0,0,"South",66,1
"626",1,1,0,0,5,1,0,0,0,0,"West",46,0
"627",0,0,0,0,2,1,0,0,0,0,"West",29,0
"628",1,1,0,0,5,1,0,0,0,0,"Midwest",35,1
"629",0,0,1,1,2,1,0,0,0,0,"West",23,0
"630",1,1,0,0,5,1,0,0,0,0,"South",26,1
"631",0,0,1,1,4,1,0,0,0,0,"South",51,1
"632",1,1,0,0,6,1,0,0,0,0,"Northeast",75,0
"633",0,1,0,0,4,1,0,1,1,0,"South",56,1
"634",0,0,1,1,3,1,0,0,0,0,"West",67,1
"635",1,0,0,0,7,1,0,1,0,0,"South",61,1
"636",0,0,1,1,2,1,0,0,0,0,"Northeast",75,0
"637",0,0,0,0,2,1,0,0,0,0,"South",82,0
"638",1,1,0,0,4,1,0,0,0,0,"South",25,1
"639",0,0,0,0,7,1,0,0,0,0,"South",40,1
"640",0,0,1,1,2,1,0,0,0,0,"Northeast",45,1
"641",0,0,1,1,4,1,0,0,0,0,"Northeast",74,1
"642",0,0,0,0,3,1,0,0,0,0,"South",38,1
"643",1,0,0,0,7,1,0,1,0,0,"South",61,1
"644",0,0,0,0,6,1,0,0,0,0,"South",31,1
"645",1,1,0,0,4,1,0,0,0,0,"Midwest",62,1
"646",1,1,0,0,6,1,0,0,0,0,"South",82,1
"647",0,0,1,0,3,1,0,0,0,0,"West",20,0
"648",1,1,0,0,4,1,0,0,0,0,"South",61,1
"649",0,0,1,1,5,0,0,0,0,0,"Midwest",47,1
"650",0,1,0,0,6,1,0,1,1,0,"Northeast",70,0
"651",1,1,0,0,5,1,0,0,0,0,"West",45,1
"652",0,1,0,0,5,1,0,1,1,0,"South",74,1
"653",0,0,1,1,4,1,0,0,0,0,"South",33,1
"654",1,0,0,0,3,1,0,1,0,0,"Midwest",70,1
"655",0,1,0,0,6,1,0,1,1,0,"Midwest",57,1
"656",1,1,0,0,5,1,1,0,0,0,"South",60,1
"657",0,0,0,0,5,1,0,0,0,0,"West",25,1
"658",1,1,0,0,7,1,0,0,0,0,"South",74,1
"659",0,0,0,0,4,1,0,0,0,0,"South",42,1
"660",1,1,0,0,4,1,0,0,0,0,"South",46,0
"661",0,0,1,1,4,0,0,0,0,0,"South",50,1
"662",1,1,0,0,6,1,0,0,0,0,"South",59,1
"663",0,0,0,0,7,1,0,0,0,0,"South",56,1
"664",0,0,1,1,3,1,1,0,0,0,"Northeast",34,1
"665",0,0,0,0,4,0,1,0,0,0,"South",55,1
"666",0,0,1,1,1,0,0,0,0,0,"South",62,1
"667",0,1,0,0,5,1,0,1,1,0,"West",26,0
"668",0,0,1,0,3,1,0,0,0,0,"South",45,0
"669",1,1,0,0,6,1,0,0,0,0,"Midwest",50,1
"670",0,0,0,0,5,0,1,0,0,0,"South",52,1
"671",0,0,0,0,5,1,0,0,0,0,"Midwest",72,1
"672",0,0,0,0,2,1,0,0,0,0,"Northeast",35,0
"673",0,0,1,1,1,1,0,0,0,0,"South",56,0
"674",0,0,1,1,4,1,0,0,0,0,"Northeast",63,0
"675",0,0,1,0,1,1,0,0,0,0,"West",85,0
"676",0,0,1,0,2,1,1,0,0,0,"Midwest",33,0
"677",1,1,0,0,6,1,1,0,0,0,"South",26,1
"678",1,0,0,0,4,1,0,1,0,0,"West",56,0
"679",1,1,0,0,6,1,0,0,0,0,"Midwest",68,0
"680",1,1,0,0,6,1,0,0,0,0,"Midwest",46,1
"681",0,0,1,1,3,0,1,0,0,0,"Midwest",42,0
"682",0,0,1,1,2,1,0,0,0,0,"West",51,0
"683",1,1,0,0,5,1,0,0,0,0,"Northeast",36,1
"684",0,0,1,1,3,1,0,0,0,0,"West",47,1
"685",0,0,0,0,4,1,0,0,0,0,"South",37,1
"686",0,1,0,0,5,1,0,1,1,0,"Northeast",51,0
"687",0,0,1,1,2,1,0,0,0,0,"West",68,0
"688",1,1,0,0,5,1,0,0,0,0,"South",37,1
"689",0,0,1,1,7,0,0,0,0,0,"South",53,1
"690",0,0,1,1,3,1,0,0,0,0,"Midwest",32,0
"691",0,0,1,1,4,1,0,0,0,0,"Northeast",67,1
"692",0,0,1,1,1,0,0,0,0,0,"West",65,0
"693",0,1,0,0,6,1,0,1,1,0,"West",83,1
"694",0,0,0,0,6,1,0,0,0,0,"South",55,0
"695",0,0,1,1,4,0,0,0,0,0,"South",54,1
"696",0,0,1,1,4,1,0,0,0,0,"South",47,1
"697",0,0,1,1,4,1,0,0,0,0,"South",80,1
"698",0,0,0,0,2,1,1,0,0,0,"West",23,1
"699",1,1,0,0,6,1,1,0,0,0,"South",63,1
"700",0,0,0,0,6,1,0,0,0,0,"South",59,0
"701",1,1,0,0,4,1,0,0,0,0,"South",82,0
"702",1,1,0,0,5,1,0,0,0,0,"West",49,1
"703",0,0,1,1,2,1,0,0,0,0,"Northeast",33,0
"704",1,1,0,0,6,1,0,0,0,0,"West",81,1
"705",0,1,0,0,5,0,0,1,1,0,"Midwest",62,1
"706",0,0,1,1,2,1,0,0,0,0,"South",64,0
"707",1,1,0,0,5,1,0,0,0,0,"West",30,1
"708",1,1,0,0,6,1,0,0,0,0,"West",62,1
"709",0,0,0,0,5,1,0,0,0,0,"West",38,1
"710",0,0,0,0,4,1,0,0,0,0,"Northeast",45,1
"711",0,0,0,0,4,0,0,0,0,0,"South",76,1
"712",0,0,1,1,2,1,0,0,0,0,"West",42,0
"713",0,0,1,1,2,1,1,0,0,0,"South",23,1
"714",0,0,1,0,4,0,1,0,0,0,"West",21,1
"715",0,0,1,1,2,1,1,0,0,0,"Northeast",44,0
"716",1,1,0,0,5,1,1,0,0,0,"Northeast",51,0
"717",0,0,1,1,2,1,0,0,0,0,"Northeast",59,0
"718",0,1,0,0,4,1,0,1,1,0,"Midwest",81,1
"719",1,0,0,0,4,0,0,1,0,0,"Midwest",77,1
"720",0,0,1,1,2,1,0,0,0,0,"Northeast",65,1
"721",1,0,0,0,6,1,0,1,0,0,"Midwest",49,1
"722",0,0,0,0,6,0,1,0,0,0,"South",56,1
"723",0,0,1,1,2,1,0,0,0,0,"South",58,1
"724",0,0,1,1,2,1,0,0,0,0,"Midwest",37,0
"725",0,0,1,0,2,1,0,0,0,0,"West",69,0
"726",0,0,1,0,5,1,0,0,0,0,"Midwest",53,0
"727",1,1,0,0,5,1,0,0,0,0,"South",46,1
"728",0,0,1,1,4,1,0,0,0,0,"Midwest",53,1
"729",1,1,0,0,4,1,0,0,0,0,"South",46,1
"730",0,0,1,0,2,1,0,0,0,0,"West",37,0
"731",0,0,0,0,3,1,0,0,0,0,"Midwest",28,0
"732",1,1,0,0,6,1,0,0,0,0,"Midwest",65,1
"733",0,0,1,1,4,0,0,0,0,0,"South",45,1
"734",1,0,0,0,5,1,0,1,0,0,"Northeast",18,1
"735",1,1,0,0,5,1,0,0,0,0,"Midwest",33,1
"736",0,0,1,1,5,1,1,0,0,0,"South",24,0
"737",1,1,0,0,7,1,0,0,0,0,"West",29,1
"738",0,0,1,1,2,1,0,0,0,0,"South",49,0
"739",0,0,0,0,6,1,0,0,0,0,"South",32,1
"740",1,1,0,0,6,1,0,0,0,0,"South",47,0
"741",0,0,1,1,1,1,0,0,0,0,"Midwest",71,1
"742",0,0,0,0,6,1,0,0,0,0,"South",64,1
"743",0,0,1,1,3,0,0,0,0,0,"West",59,1
"744",0,0,0,0,4,1,0,0,0,0,"South",71,1
"745",0,0,0,0,4,1,0,0,0,0,"West",61,1
"746",0,0,1,0,2,0,0,0,0,0,"West",58,1
"747",0,0,1,0,4,1,1,0,0,0,"West",36,1
"748",0,1,0,0,4,0,0,1,1,0,"South",19,1
"749",1,1,0,0,7,1,0,0,0,0,"South",47,1
"750",1,1,0,0,7,1,0,0,0,0,"South",31,1
"751",1,0,0,0,4,1,0,1,0,0,"Midwest",54,1
"752",1,1,0,0,4,1,0,0,0,0,"Midwest",90,1
"753",1,1,0,0,6,1,0,0,0,0,"Midwest",38,1
"754",1,0,0,0,5,1,0,1,0,0,"Midwest",47,1
"755",0,0,1,1,3,1,0,0,0,0,"Northeast",20,0
"756",0,0,1,1,3,1,0,0,0,0,"Midwest",24,0
"757",0,0,1,1,2,1,0,0,0,0,"Midwest",80,1
"758",1,1,0,0,6,1,0,0,0,0,"Midwest",64,1
"759",1,0,0,0,6,1,0,1,0,0,"South",68,1
"760",1,0,0,0,5,1,1,1,0,0,"West",35,1
"761",0,0,1,1,3,1,0,0,0,0,"South",46,0
"762",1,1,0,0,6,1,0,0,0,0,"West",73,1
"763",0,0,1,1,6,1,0,0,0,0,"Midwest",70,1
"764",1,0,0,0,6,1,0,1,0,0,"Northeast",42,1
"765",1,1,0,0,4,1,0,0,0,0,"Midwest",60,0
"766",0,0,1,1,4,1,0,0,0,0,"Northeast",76,0
"767",1,0,0,0,6,1,0,1,0,0,"Midwest",66,1
"768",0,1,0,0,5,1,0,1,1,0,"West",72,1
"769",1,1,0,0,6,1,0,0,0,0,"Midwest",46,1
"770",1,1,0,0,6,1,0,0,0,0,"South",68,0
"771",0,0,1,1,2,0,0,0,0,0,"Midwest",25,1
"772",1,1,0,0,5,1,0,0,0,0,"South",71,1
"773",0,0,1,1,4,1,0,0,0,0,"West",37,1
"774",0,0,1,1,3,0,0,0,0,0,"South",41,1
"775",1,1,0,0,5,1,0,0,0,0,"Midwest",59,1
"776",0,0,1,1,1,1,0,0,0,0,"West",23,0
"777",1,1,0,0,4,1,0,0,0,0,"West",62,0
"778",0,0,1,1,1,1,0,0,0,0,"West",74,0
"779",1,1,0,0,6,1,0,0,0,0,"Midwest",40,1
"780",1,0,0,0,7,1,0,1,0,0,"South",30,1
"781",0,0,0,0,5,1,0,0,0,0,"South",31,0
"782",0,0,0,0,4,1,0,0,0,0,"Northeast",34,0
"783",1,1,0,0,4,0,1,0,0,0,"South",58,1
"784",0,0,1,1,2,1,0,0,0,0,"Midwest",68,0
"785",1,1,0,0,5,1,0,0,0,0,"Midwest",32,1
"786",0,0,1,1,5,1,0,0,0,0,"Northeast",78,1
"787",0,0,1,1,4,0,0,0,0,0,"South",45,1
"788",0,0,0,1,4,1,0,0,0,1,"South",46,1
"789",0,0,1,1,4,0,0,0,0,0,"Northeast",44,1
"790",0,0,0,1,3,1,0,0,0,1,"South",25,0
"791",0,0,1,1,1,1,0,0,0,0,"South",34,1
"792",0,0,1,0,1,1,0,0,0,0,"Midwest",67,1
"793",0,0,1,1,1,1,0,0,0,0,"Northeast",28,0
"794",1,0,0,0,3,1,0,1,0,0,"Midwest",33,1
"795",0,0,0,0,5,0,1,0,0,0,"South",44,1
"796",1,1,0,0,5,1,0,0,0,0,"South",37,0
"797",1,1,0,0,7,1,0,0,0,0,"Northeast",68,1
"798",0,0,1,1,3,0,1,0,0,0,"West",36,1
"799",0,0,1,0,4,1,0,0,0,0,"Northeast",52,0
"800",1,1,0,0,6,0,1,0,0,0,"South",24,0
"801",0,0,0,0,5,1,0,0,0,0,"Midwest",33,1
"802",0,0,1,1,4,1,0,0,0,0,"West",73,0
"803",0,0,1,1,3,1,0,0,0,0,"Midwest",18,1
"804",0,0,1,1,2,1,0,0,0,0,"Midwest",53,1
"805",1,1,0,0,7,1,0,0,0,0,"Northeast",33,1
"806",0,0,0,0,6,1,0,0,0,0,"South",61,1
"807",0,0,1,1,2,1,0,0,0,0,"Northeast",68,0
"808",1,1,0,0,4,1,0,0,0,0,"South",29,1
"809",0,0,1,0,4,1,0,0,0,0,"Midwest",80,1
"810",1,0,0,0,7,1,0,1,0,0,"West",72,1
"811",0,0,1,1,6,0,0,0,0,0,"South",60,1
"812",1,1,0,0,4,1,0,0,0,0,"Midwest",49,1
"813",0,0,0,1,4,1,0,0,0,1,"Northeast",33,1
"814",0,0,0,1,4,0,0,0,0,1,"Northeast",89,1
"815",0,0,1,1,2,1,0,0,0,0,"Northeast",69,0
"816",0,0,1,0,3,1,0,0,0,0,"Northeast",28,0
"817",1,1,0,0,7,1,0,0,0,0,"South",52,1
"818",1,1,0,0,5,1,0,0,0,0,"South",45,1
"819",0,0,0,0,5,1,0,0,0,0,"West",44,1
"820",0,0,1,1,2,1,0,0,0,0,"West",36,1
"821",0,0,1,1,4,1,1,0,0,0,"South",18,0
"822",1,0,0,0,6,1,0,1,0,0,"South",71,1
"823",0,0,0,1,3,0,1,0,0,1,"West",35,1
"824",0,0,0,0,3,1,0,0,0,0,"South",29,0
"825",0,0,1,1,6,0,0,0,0,0,"South",40,1
"826",0,1,0,0,4,1,0,1,1,0,"Northeast",56,1
"827",1,0,0,0,6,1,0,1,0,0,"South",18,1
"828",1,1,0,0,6,1,0,0,0,0,"South",22,1
"829",1,1,0,0,6,1,0,0,0,0,"Northeast",66,1
"830",1,1,0,0,7,1,0,0,0,0,"South",70,1
"831",0,0,1,0,2,1,0,0,0,0,"South",26,0
"832",1,1,0,0,6,1,0,0,0,0,"South",54,0
"833",0,1,0,0,6,1,0,1,1,0,"West",64,1
"834",0,0,0,0,5,1,0,0,0,0,"Midwest",90,1
"835",0,0,1,1,2,1,0,0,0,0,"South",49,1
"836",0,0,0,0,4,1,0,0,0,0,"West",20,0
"837",1,1,0,0,6,1,0,0,0,0,"West",67,1
"838",0,0,1,1,2,0,0,0,0,0,"South",29,1
"839",0,0,0,0,5,1,0,0,0,0,"South",54,0
"840",0,0,0,0,5,0,0,0,0,0,"Northeast",54,0
"841",0,0,0,0,5,1,0,0,0,0,"South",24,1
"842",0,0,0,0,4,0,0,0,0,0,"West",53,1
"843",1,1,0,0,5,1,0,0,0,0,"West",64,1
"844",0,0,0,0,6,1,1,0,0,0,"South",42,1
"845",0,0,0,0,5,1,0,0,0,0,"South",24,0
"846",0,0,0,0,5,1,0,0,0,0,"South",68,0
"847",0,0,0,0,2,1,0,0,0,0,"West",45,0
"848",1,1,0,0,4,1,0,0,0,0,"West",34,1
"849",0,0,1,1,4,0,0,0,0,0,"South",72,1
"850",0,0,1,1,2,1,0,0,0,0,"South",71,1
"851",1,1,0,0,7,1,0,0,0,0,"South",75,1
"852",1,0,0,0,4,1,0,1,0,0,"Midwest",23,1
"853",0,1,0,0,5,1,0,1,1,0,"Midwest",53,0
"854",0,0,0,1,2,0,0,0,0,1,"South",56,1
"855",0,0,1,1,2,0,1,0,0,0,"West",21,0
"856",0,1,0,0,5,1,0,1,1,0,"Northeast",53,1
"857",1,0,0,0,5,1,0,1,0,0,"South",46,1
"858",0,0,1,1,3,1,1,0,0,0,"West",57,1
"859",1,1,0,0,6,1,0,0,0,0,"West",24,1
"860",1,1,0,0,5,1,0,0,0,0,"Midwest",38,1
"861",0,0,0,1,4,0,0,0,0,1,"South",38,1
"862",0,0,1,1,1,1,0,0,0,0,"Northeast",41,1
"863",0,0,0,0,3,1,0,0,0,0,"South",31,1
"864",0,0,1,1,2,1,0,0,0,0,"South",44,0
"865",0,0,1,1,2,1,0,0,0,0,"West",27,0
"866",0,0,1,0,2,0,0,0,0,0,"South",41,1
"867",1,1,0,0,4,1,0,0,0,0,"South",68,0
"868",1,1,0,0,6,1,0,0,0,0,"South",71,1
"869",0,0,1,0,4,0,1,0,0,0,"South",25,0
"870",0,0,1,1,3,1,0,0,0,0,"South",38,0
"871",0,0,1,1,2,1,0,0,0,0,"West",81,0
"872",0,0,1,1,2,1,0,0,0,0,"West",64,1
"873",0,0,0,1,3,1,0,0,0,1,"South",70,1
"874",1,1,0,0,6,1,0,0,0,0,"South",68,1
"875",0,0,1,1,1,1,0,0,0,0,"South",59,0
"876",0,0,0,0,5,0,0,0,0,0,"Midwest",34,0
"877",0,0,1,0,1,0,0,0,0,0,"West",52,1
"878",0,0,0,0,5,1,1,0,0,0,"West",48,1
"879",0,0,0,0,5,1,0,0,0,0,"Northeast",28,1
"880",0,0,1,1,1,1,0,0,0,0,"South",37,0
"881",1,1,0,0,3,1,0,0,0,0,"South",50,1
"882",1,1,0,0,4,1,0,0,0,0,"West",76,1
"883",0,0,0,0,5,0,0,0,0,0,"Midwest",36,1
