"int_vote_trump","voted_trump","int_vote_clinton","voted_clinton","lib_conserv_scale","white_voter","latinx_voter","swing_voter","swing_trump","swing_hillary","region","age","religion_important_life"
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",68,1
1,1,0,0,1.77100628702836,1,0,0,0,0,"South",64,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",52,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"South",30,1
0,0,0,1,-1.35275480224597,0,1,0,0,1,"West",68,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"West",53,1
0,0,1,1,-0.103250366536238,0,1,0,0,0,"South",43,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",26,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"South",37,1
1,0,0,0,0.521501851318627,1,0,1,0,0,"West",69,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Midwest",74,1
1,0,0,0,-0.103250366536238,0,1,1,0,0,"West",21,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",42,1
1,1,0,0,1.77100628702836,1,0,0,0,0,"South",50,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",45,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",60,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"West",48,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",27,1
1,1,0,0,1.77100628702836,1,0,0,0,0,"South",53,1
0,0,1,0,-0.103250366536238,1,0,0,0,0,"Midwest",29,0
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Midwest",53,0
0,0,1,1,-1.35275480224597,0,0,0,0,0,"South",32,1
0,0,0,0,-0.728002584391104,0,0,0,0,0,"West",31,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Northeast",77,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",29,1
1,1,0,0,-0.728002584391104,1,0,0,0,0,"West",62,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Midwest",42,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",53,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Midwest",65,0
0,0,0,1,-0.103250366536238,0,0,0,0,1,"Northeast",72,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",38,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Northeast",71,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",51,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",34,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"West",54,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",53,1
0,0,1,1,-0.103250366536238,0,0,0,0,0,"South",56,1
0,0,1,1,-0.728002584391104,0,0,0,0,0,"Midwest",27,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",21,1
0,0,1,1,-0.103250366536238,0,1,0,0,0,"Northeast",66,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",81,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Midwest",79,1
0,0,1,1,1.14625406917349,1,1,0,0,0,"South",63,1
0,0,1,1,-1.35275480224597,0,1,0,0,0,"Northeast",54,1
0,0,1,0,-0.103250366536238,0,1,0,0,0,"West",50,1
0,0,0,1,-1.35275480224597,0,0,0,0,1,"Midwest",39,1
0,0,0,0,-1.97750702010084,0,0,0,0,0,"South",54,0
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Midwest",23,0
0,0,1,1,-1.97750702010084,0,0,0,0,0,"Midwest",46,0
1,1,0,0,1.14625406917349,1,1,0,0,0,"South",33,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",78,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"South",70,1
0,0,1,0,0.521501851318627,0,0,0,0,0,"West",42,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",55,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"Midwest",21,1
0,0,1,0,1.14625406917349,0,1,0,0,0,"West",28,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",80,1
0,0,0,0,-1.35275480224597,1,0,0,0,0,"South",30,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",80,1
0,0,0,1,-0.728002584391104,0,0,0,0,1,"South",39,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",58,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",58,1
1,0,0,0,0.521501851318627,1,0,1,0,0,"Midwest",23,1
0,1,0,0,-0.103250366536238,0,1,1,1,0,"West",62,1
0,0,1,0,-0.728002584391104,1,1,0,0,0,"South",45,0
0,0,0,1,-1.97750702010084,1,0,0,0,1,"South",34,1
1,0,0,0,0.521501851318627,1,0,1,0,0,"South",29,1
0,0,1,0,-1.35275480224597,1,0,0,0,0,"West",25,0
0,0,1,0,-0.728002584391104,1,0,0,0,0,"Northeast",36,1
1,0,0,1,0.521501851318627,0,0,1,0,1,"Midwest",24,1
1,0,0,0,0.521501851318627,1,1,1,0,0,"South",52,0
0,0,1,0,0.521501851318627,1,0,0,0,0,"South",23,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"Midwest",27,1
0,0,1,1,-1.35275480224597,0,0,0,0,0,"South",29,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Midwest",90,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"Northeast",81,1
0,0,1,0,-1.35275480224597,1,1,0,0,0,"West",68,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Northeast",39,1
0,0,1,0,-1.35275480224597,1,0,0,0,0,"West",34,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"Midwest",19,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",65,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"Midwest",35,0
1,1,0,0,1.77100628702836,1,0,0,0,0,"South",65,1
1,0,0,0,1.77100628702836,1,0,1,0,0,"South",45,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Midwest",57,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",43,1
0,0,1,1,-1.97750702010084,0,0,0,0,0,"South",26,0
0,1,0,0,-0.103250366536238,1,0,1,1,0,"Midwest",47,1
0,0,1,0,-0.728002584391104,1,0,0,0,0,"West",62,0
0,0,0,1,-1.35275480224597,1,1,0,0,1,"South",36,0
0,0,1,0,-1.35275480224597,1,0,0,0,0,"Midwest",43,1
0,0,1,0,-1.97750702010084,1,0,0,0,0,"South",74,1
1,0,0,0,0.521501851318627,1,0,1,0,0,"South",45,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",57,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",30,1
0,1,0,0,1.77100628702836,1,0,1,1,0,"Northeast",60,1
0,0,1,1,-1.97750702010084,1,0,0,0,0,"Northeast",23,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",22,1
0,0,1,1,0.521501851318627,0,0,0,0,0,"South",60,1
0,0,0,0,-0.103250366536238,0,0,0,0,0,"West",66,1
0,0,1,1,-1.97750702010084,1,0,0,0,0,"West",64,1
0,1,0,0,-0.103250366536238,1,0,1,1,0,"Northeast",44,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",49,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",29,0
0,0,1,0,-1.35275480224597,0,0,0,0,0,"Midwest",39,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",62,1
0,0,1,1,-0.728002584391104,0,0,0,0,0,"South",57,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"South",77,1
0,1,1,0,-0.103250366536238,1,0,1,1,0,"Midwest",58,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"West",59,1
1,1,0,0,1.77100628702836,1,0,0,0,0,"Midwest",59,1
0,0,0,1,-0.103250366536238,0,0,0,0,1,"Midwest",56,1
0,0,1,0,-0.103250366536238,0,0,0,0,0,"Northeast",34,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",44,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",24,1
0,0,0,0,1.77100628702836,1,1,0,0,0,"South",24,1
0,0,1,1,-0.103250366536238,0,0,0,0,0,"Midwest",51,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"West",62,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"West",36,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",53,1
0,0,1,0,-0.728002584391104,1,0,0,0,0,"South",58,1
0,0,0,1,-0.103250366536238,1,0,0,0,1,"South",63,1
0,0,0,0,-1.97750702010084,1,0,0,0,0,"South",21,1
0,0,0,0,-1.35275480224597,0,0,0,0,0,"Northeast",76,1
1,1,0,0,1.14625406917349,0,0,0,0,0,"Midwest",63,1
0,0,0,0,0.521501851318627,0,0,0,0,0,"Northeast",51,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"West",84,1
0,0,1,1,0.521501851318627,0,0,0,0,0,"South",38,0
0,0,1,1,-1.35275480224597,1,1,0,0,0,"West",42,1
1,0,0,0,-0.728002584391104,1,0,1,0,0,"West",45,1
0,0,0,0,-0.103250366536238,0,1,0,0,0,"West",35,1
1,0,0,1,0.521501851318627,1,0,1,0,1,"Northeast",41,0
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Northeast",51,0
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",60,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"South",85,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",56,1
0,0,1,1,-0.728002584391104,1,1,0,0,0,"Northeast",28,0
0,0,0,0,-0.103250366536238,1,0,0,0,0,"West",56,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"Northeast",52,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",79,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Midwest",48,1
0,0,1,1,-0.103250366536238,0,0,0,0,0,"South",62,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",65,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Midwest",52,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",48,1
1,0,0,0,-0.103250366536238,1,0,1,0,0,"South",75,0
1,0,0,0,-0.728002584391104,1,0,1,0,0,"West",39,0
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",29,0
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",81,1
0,0,1,1,0.521501851318627,1,0,0,0,0,"Northeast",34,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"West",54,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"West",70,0
0,0,1,1,-0.103250366536238,1,0,0,0,0,"West",68,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Northeast",53,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",75,0
0,1,0,0,-0.103250366536238,1,1,1,1,0,"West",60,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",57,1
0,0,1,0,1.14625406917349,0,0,0,0,0,"South",48,1
0,1,0,0,-0.103250366536238,1,0,1,1,0,"South",34,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",87,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",66,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Northeast",36,0
0,0,1,1,-1.97750702010084,1,0,0,0,0,"West",37,0
0,0,1,1,-0.728002584391104,1,1,0,0,0,"South",49,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"Northeast",34,1
0,0,0,1,-0.103250366536238,1,0,0,0,1,"Northeast",34,1
1,1,0,0,-0.728002584391104,1,0,0,0,0,"Northeast",54,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"Midwest",74,1
0,0,0,0,-1.35275480224597,1,1,0,0,0,"South",33,0
0,0,0,0,-0.728002584391104,1,0,0,0,0,"Midwest",60,1
0,1,0,0,-0.103250366536238,1,0,1,1,0,"Northeast",71,1
0,1,0,0,-0.103250366536238,0,0,1,1,0,"West",35,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",59,0
0,0,0,0,-1.35275480224597,1,0,0,0,0,"Midwest",80,1
0,0,0,1,0.521501851318627,0,0,0,0,1,"West",52,1
0,0,1,1,-1.35275480224597,1,1,0,0,0,"West",31,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",43,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",51,0
0,0,1,0,1.14625406917349,0,0,0,0,0,"South",43,1
0,0,1,1,-1.97750702010084,1,0,0,0,0,"South",37,1
1,0,0,0,1.77100628702836,1,0,1,0,0,"South",68,1
0,0,1,1,-0.103250366536238,1,1,0,0,0,"Midwest",67,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"Midwest",50,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"Midwest",64,1
0,0,1,1,-1.35275480224597,0,0,0,0,0,"South",37,1
0,0,1,0,-0.103250366536238,1,1,0,0,0,"South",50,1
0,0,1,1,-1.97750702010084,1,0,0,0,0,"South",74,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"Midwest",53,1
1,1,0,0,-0.103250366536238,1,1,0,0,0,"West",47,0
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",37,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",38,1
0,0,0,0,0.521501851318627,1,1,0,0,0,"South",30,1
0,0,0,0,-0.728002584391104,1,1,0,0,0,"South",28,0
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",31,0
1,0,0,0,-0.103250366536238,1,0,1,0,0,"Midwest",30,1
0,0,0,0,-0.728002584391104,1,0,0,0,0,"South",57,0
0,0,1,1,-0.728002584391104,0,0,0,0,0,"Midwest",30,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",46,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"South",68,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",57,1
0,0,0,0,-0.103250366536238,1,1,0,0,0,"South",18,1
0,0,0,0,-0.103250366536238,1,1,0,0,0,"South",18,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"West",67,0
0,0,1,1,1.77100628702836,0,0,0,0,0,"Northeast",40,1
0,0,1,0,-1.97750702010084,1,0,0,0,0,"West",37,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Midwest",77,1
1,1,0,0,-0.103250366536238,0,0,0,0,0,"West",47,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",75,0
0,0,1,1,-1.97750702010084,1,0,0,0,0,"Midwest",71,0
0,0,0,1,-0.103250366536238,0,1,0,0,1,"West",67,1
0,1,0,0,-0.103250366536238,1,0,1,1,0,"Midwest",26,0
0,0,0,0,-0.103250366536238,1,0,0,0,0,"Midwest",25,0
1,0,0,0,1.14625406917349,1,0,1,0,0,"West",61,1
0,0,0,0,0.521501851318627,0,0,0,0,0,"Northeast",31,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"West",27,0
0,0,1,1,1.14625406917349,0,0,0,0,0,"Midwest",38,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",39,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",74,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Midwest",63,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",18,1
0,1,0,0,-0.103250366536238,1,0,1,1,0,"South",65,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"Northeast",85,1
1,1,0,0,0.521501851318627,1,1,0,0,0,"West",66,1
0,0,1,1,-0.103250366536238,0,0,0,0,0,"South",89,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",55,1
0,0,1,1,-1.35275480224597,0,0,0,0,0,"Northeast",47,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",83,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"West",23,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Northeast",42,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Midwest",79,1
0,0,1,1,-1.97750702010084,1,0,0,0,0,"West",30,0
0,0,1,0,0.521501851318627,1,1,0,0,0,"South",55,1
0,0,1,1,1.77100628702836,0,0,0,0,0,"South",22,1
0,0,1,1,1.77100628702836,0,0,0,0,0,"South",66,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"West",46,0
0,0,0,0,-1.35275480224597,1,0,0,0,0,"West",29,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",35,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"West",23,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",26,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"South",51,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Northeast",75,0
0,1,0,0,-0.103250366536238,1,0,1,1,0,"South",56,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"West",67,1
1,0,0,0,1.77100628702836,1,0,1,0,0,"South",61,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",75,0
0,0,0,0,-1.35275480224597,1,0,0,0,0,"South",82,0
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",25,1
0,0,0,0,1.77100628702836,1,0,0,0,0,"South",40,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",45,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Northeast",74,1
0,0,0,0,-0.728002584391104,1,0,0,0,0,"South",38,1
1,0,0,0,1.77100628702836,1,0,1,0,0,"South",61,1
0,0,0,0,1.14625406917349,1,0,0,0,0,"South",31,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"Midwest",62,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",82,1
0,0,1,0,-0.728002584391104,1,0,0,0,0,"West",20,0
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",61,1
0,0,1,1,0.521501851318627,0,0,0,0,0,"Midwest",47,1
0,1,0,0,1.14625406917349,1,0,1,1,0,"Northeast",70,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"West",45,1
0,1,0,0,0.521501851318627,1,0,1,1,0,"South",74,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"South",33,1
1,0,0,0,-0.728002584391104,1,0,1,0,0,"Midwest",70,1
0,1,0,0,1.14625406917349,1,0,1,1,0,"Midwest",57,1
1,1,0,0,0.521501851318627,1,1,0,0,0,"South",60,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"West",25,1
1,1,0,0,1.77100628702836,1,0,0,0,0,"South",74,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",42,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",46,0
0,0,1,1,-0.103250366536238,0,0,0,0,0,"South",50,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",59,1
0,0,0,0,1.77100628702836,1,0,0,0,0,"South",56,1
0,0,1,1,-0.728002584391104,1,1,0,0,0,"Northeast",34,1
0,0,0,0,-0.103250366536238,0,1,0,0,0,"South",55,1
0,0,1,1,-1.97750702010084,0,0,0,0,0,"South",62,1
0,1,0,0,0.521501851318627,1,0,1,1,0,"West",26,0
0,0,1,0,-0.728002584391104,1,0,0,0,0,"South",45,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",50,1
0,0,0,0,0.521501851318627,0,1,0,0,0,"South",52,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"Midwest",72,1
0,0,0,0,-1.35275480224597,1,0,0,0,0,"Northeast",35,0
0,0,1,1,-1.97750702010084,1,0,0,0,0,"South",56,0
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Northeast",63,0
0,0,1,0,-1.97750702010084,1,0,0,0,0,"West",85,0
0,0,1,0,-1.35275480224597,1,1,0,0,0,"Midwest",33,0
1,1,0,0,1.14625406917349,1,1,0,0,0,"South",26,1
1,0,0,0,-0.103250366536238,1,0,1,0,0,"West",56,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",68,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",46,1
0,0,1,1,-0.728002584391104,0,1,0,0,0,"Midwest",42,0
0,0,1,1,-1.35275480224597,1,0,0,0,0,"West",51,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"Northeast",36,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"West",47,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",37,1
0,1,0,0,0.521501851318627,1,0,1,1,0,"Northeast",51,0
0,0,1,1,-1.35275480224597,1,0,0,0,0,"West",68,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",37,1
0,0,1,1,1.77100628702836,0,0,0,0,0,"South",53,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Midwest",32,0
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Northeast",67,1
0,0,1,1,-1.97750702010084,0,0,0,0,0,"West",65,0
0,1,0,0,1.14625406917349,1,0,1,1,0,"West",83,1
0,0,0,0,1.14625406917349,1,0,0,0,0,"South",55,0
0,0,1,1,-0.103250366536238,0,0,0,0,0,"South",54,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"South",47,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"South",80,1
0,0,0,0,-1.35275480224597,1,1,0,0,0,"West",23,1
1,1,0,0,1.14625406917349,1,1,0,0,0,"South",63,1
0,0,0,0,1.14625406917349,1,0,0,0,0,"South",59,0
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",82,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"West",49,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",33,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",81,1
0,1,0,0,0.521501851318627,0,0,1,1,0,"Midwest",62,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",64,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"West",30,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",62,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"West",38,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"Northeast",45,1
0,0,0,0,-0.103250366536238,0,0,0,0,0,"South",76,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"West",42,0
0,0,1,1,-1.35275480224597,1,1,0,0,0,"South",23,1
0,0,1,0,-0.103250366536238,0,1,0,0,0,"West",21,1
0,0,1,1,-1.35275480224597,1,1,0,0,0,"Northeast",44,0
1,1,0,0,0.521501851318627,1,1,0,0,0,"Northeast",51,0
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",59,0
0,1,0,0,-0.103250366536238,1,0,1,1,0,"Midwest",81,1
1,0,0,0,-0.103250366536238,0,0,1,0,0,"Midwest",77,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Northeast",65,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"Midwest",49,1
0,0,0,0,1.14625406917349,0,1,0,0,0,"South",56,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",58,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Midwest",37,0
0,0,1,0,-1.35275480224597,1,0,0,0,0,"West",69,0
0,0,1,0,0.521501851318627,1,0,0,0,0,"Midwest",53,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",46,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Midwest",53,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"South",46,1
0,0,1,0,-1.35275480224597,1,0,0,0,0,"West",37,0
0,0,0,0,-0.728002584391104,1,0,0,0,0,"Midwest",28,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",65,1
0,0,1,1,-0.103250366536238,0,0,0,0,0,"South",45,1
1,0,0,0,0.521501851318627,1,0,1,0,0,"Northeast",18,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",33,1
0,0,1,1,0.521501851318627,1,1,0,0,0,"South",24,0
1,1,0,0,1.77100628702836,1,0,0,0,0,"West",29,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"South",49,0
0,0,0,0,1.14625406917349,1,0,0,0,0,"South",32,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",47,0
0,0,1,1,-1.97750702010084,1,0,0,0,0,"Midwest",71,1
0,0,0,0,1.14625406917349,1,0,0,0,0,"South",64,1
0,0,1,1,-0.728002584391104,0,0,0,0,0,"West",59,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"South",71,1
0,0,0,0,-0.103250366536238,1,0,0,0,0,"West",61,1
0,0,1,0,-1.35275480224597,0,0,0,0,0,"West",58,1
0,0,1,0,-0.103250366536238,1,1,0,0,0,"West",36,1
0,1,0,0,-0.103250366536238,0,0,1,1,0,"South",19,1
1,1,0,0,1.77100628702836,1,0,0,0,0,"South",47,1
1,1,0,0,1.77100628702836,1,0,0,0,0,"South",31,1
1,0,0,0,-0.103250366536238,1,0,1,0,0,"Midwest",54,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"Midwest",90,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",38,1
1,0,0,0,0.521501851318627,1,0,1,0,0,"Midwest",47,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Northeast",20,0
0,0,1,1,-0.728002584391104,1,0,0,0,0,"Midwest",24,0
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Midwest",80,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",64,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"South",68,1
1,0,0,0,0.521501851318627,1,1,1,0,0,"West",35,1
0,0,1,1,-0.728002584391104,1,0,0,0,0,"South",46,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"West",73,1
0,0,1,1,1.14625406917349,1,0,0,0,0,"Midwest",70,1
1,0,0,0,1.14625406917349,1,0,1,0,0,"Northeast",42,1
1,1,0,0,-0.103250366536238,1,0,0,0,0,"Midwest",60,0
0,0,1,1,-0.103250366536238,1,0,0,0,0,"Northeast",76,0
1,0,0,0,1.14625406917349,1,0,1,0,0,"Midwest",66,1
0,1,0,0,0.521501851318627,1,0,1,1,0,"West",72,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",46,1
1,1,0,0,1.14625406917349,1,0,0,0,0,"South",68,0
0,0,1,1,-1.35275480224597,0,0,0,0,0,"Midwest",25,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"South",71,1
0,0,1,1,-0.103250366536238,1,0,0,0,0,"West",37,1
0,0,1,1,-0.728002584391104,0,0,0,0,0,"South",41,1
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",59,1
0,0,1,1,-1.97750702010084,1,0,0,0,0,"West",23,0
1,1,0,0,-0.103250366536238,1,0,0,0,0,"West",62,0
0,0,1,1,-1.97750702010084,1,0,0,0,0,"West",74,0
1,1,0,0,1.14625406917349,1,0,0,0,0,"Midwest",40,1
1,0,0,0,1.77100628702836,1,0,1,0,0,"South",30,1
0,0,0,0,0.521501851318627,1,0,0,0,0,"South",31,0
0,0,0,0,-0.103250366536238,1,0,0,0,0,"Northeast",34,0
1,1,0,0,-0.103250366536238,0,1,0,0,0,"South",58,1
0,0,1,1,-1.35275480224597,1,0,0,0,0,"Midwest",68,0
1,1,0,0,0.521501851318627,1,0,0,0,0,"Midwest",32,1
0,0,1,1,0.521501851318627,1,0,0,0,0,"Northeast",78,1
0,0,1,1,-0.103250366536238,0,0,0,0,0,"South",45,1
0,0,0,1,-0.103250366536238,1,0,0,0,1,"South",46,1
0,0,1,1,-0.103250366536238,0,0,0,0,0,"Northeast",44,1
0,0,0,1,-0.728002584391104,1,0,0,0,1,"South",25,0
0,0,1,1,-1.97750702010084,1,0,0,0,0,"South",34,1
