"precinct","elecyear","propturbine","perc_lib"
"29.037.29.16.",2007,0,0.232394366
"29.041.29.51.",2007,0,0.199115044
"29.054.29.39.",2007,0,0.377358491
"29.063.29.40.",2007,0,0.377245509
"29.066.29.110.",2007,0,0.308411215
"29.069.29.114.",2007,0,0.316384181
"29.086.29.123.",2007,0,0.431693989
"29.091.29.69.",2007,0,0.276595745
"29.097.29.129.",2007,0,0.272189349
"29.099.29.136.",2007,0,0.282722513
"29.103.29.75.",2007,0,0.270833333
"29.106.29.73.",2007,0,0.25203252
"29.112.29.107.",2007,0,0.154285714
"29.114.29.131.",2007,0,0.237804878
"29.117.29.134.",2007,0,0.327014218
"29.120.29.155.",2007,0,0.378378378
"29.185.29.83.",2007,0,0.236363636
"29.187.29.81.",2007,0,0.259668508
"29.190.29.78.",2007,0,0.259459459
"29.191.29.84.",2007,0,0.213903743
"29.203.29.154.",2007,0,0.234234234
"29.209.29.86.",2007,0,0.229299363
"29.242.29.174.",2007,0,0.366666667
"29.246.29.231.",2007,0,0.214285714
"34.005.34.1.",2007,0,0.514285714
"34.008.34.7.",2007,0,0.473684211
"34.012.34.8.",2007,0,0.450704225
"34.015.34.9.",2007,0,0.438271605
"34.035.34.23.",2007,0,0.420353982
"34.036.34.25.",2007,1,0.361702128
"34.044.34.71.",2007,0,0.333333333
"34.045.34.31.",2007,1,0.442307692
"34.048.34.47.",2007,0,0.480263158
"34.068.34.51.",2007,0,0.480446927
"34.086.34.76.",2007,0,0.363057325
"34.088.34.55.",2007,0,0.653846154
"34.094.34.74.",2007,0,0.535714286
"34.098.34.59.",2007,0,0.591549296
"34.100.34.64.",2007,0,0.581818182
"34.103.34.56.",2007,1,0.434210526
"34.109.34.66.",2007,0,0.47826087
"34.114.34.70.",2007,0,0.560810811
"34.129.34.107.",2007,0,0.462962963
"34.168.34.120.",2007,0,0.357466063
"34.172.34.115.",2007,0,0.415492958
"34.225.34.141.",2007,0,0.5625
"34.231.34.136.",2007,0,0.511235955
"34.235.34.178.",2007,0,0.375661376
"34.241.34.182.",2007,0,0.390946502
"34.243.34.183.",2007,0,0.330232558
"34.266.34.188.",2007,0,0.202898551
"36.003.36.209.",2007,0,0.398550725
"36.006.36.5.",2007,0,0.468438538
"36.007.36.212.",2007,0,0.346153846
"36.011.36.8.",2007,0,0.51875
"36.012.36.9.",2007,0,0.423963134
"36.017.36.10.",2007,0,0.458333333
"36.027.36.189.",2007,0,0.474074074
"36.035.36.18.",2007,0,0.594827586
"36.039.36.21.",2007,0,0.550632911
"36.165.36.56.",2007,0,0.531034483
"36.246.36.202.",2007,0,0.392156863
"36.269.36.178.",2007,0,0.406824147
"36.278.36.153.",2007,0,0.376923077
"36.283.36.215.",2007,1,0.621052632
"36.404.36.426.",2007,0,0.540229885
"36.413.36.418.",2007,0,0.522727273
"36.414.36.420.",2007,0,0.537634409
"40.009.40.62.",2007,0,0.504672897
"40.010.40.64.",2007,0,0.474452555
"40.019.40.65.",2007,1,0.486725664
"40.023.40.162.",2007,0,0.345679012
"40.028.40.69.",2007,0,0.419847328
"40.041.40.66.",2007,0,0.464788732
"40.058.40.76.",2007,0,0.453038674
"40.059.40.71.",2007,1,0.391891892
"40.062.40.183.",2007,0,0.452380952
"40.066.40.187.",2007,0,0.46875
"40.068.40.78.",2007,1,0.415789474
"40.072.40.79.",2007,0,0.394230769
"40.073.40.81.",2007,1,0.436170213
"40.076.40.166.",2007,0,0.424369748
"40.080.40.127.",2007,0,0.515957447
"40.085.40.168.",2007,0,0.457264957
"40.089.40.82.",2007,0,0.5
"40.107.40.144.",2007,0,0.416666667
"40.130s.40.715.",2007,0,0.4375
"40.131.40.171.",2007,0,0.5
"40.153.40.148.",2007,0,0.444444444
"40.156.40.106.",2007,0,0.494252874
"40.160.40.87.",2007,0,0.362745098
"40.163.40.89.",2007,0,0.350649351
"40.172.40.115.",2007,0,0.410526316
"40.178.40.51.",2007,0,0.370967742
"40.187.40.39.",2007,0,0.433333333
"40.192.40.1.",2007,0,0.457142857
"40.224.40.21.",2007,0,0.43877551
"40.234.40.48.",2007,0,0.327777778
"40.244.40.46.",2007,0,0.470588235
"40.248.40.46.",2007,0,0.351851852
"40.249.40.23.",2007,0,0.5
"41.029.41.189.",2007,0,0.320512821
"41.031.41.121.",2007,0,0.308510638
"41.039.41.203.",2007,0,0.259414226
"41.050.41.124.",2007,0,0.265734266
"41.051.41.126.",2007,0,0.299145299
"41.053.41.131.",2007,0,0.181818182
"41.062.41.125.",2007,0,0.261538462
"41.063.41.134.",2007,0,0.161538462
"41.065.41.144.",2007,0,0.353174603
"41.067.41.143.",2007,0,0.28
"41.076.41.208.",2007,0,0.273333333
"41.090.41.136.",2007,0,0.319587629
"41.111.41.156.",2007,0,0.378600823
"41.134.41.5.",2007,0,0.336538462
"41.140.41.17.",2007,0,0.465968586
"41.144.41.12.",2007,0,0.296296296
"41.157.41.100.",2007,0,0.39047619
"41.167.41.120.",2007,0,0.435779817
"41.168.41.21.",2007,0,0.403225806
"41.169.41.22.",2007,0,0.321678322
"41.171.41.94.",2007,0,0.468208092
"41.172.41.93.",2007,0,0.387755102
"41.179.41.113.",2007,0,0.417112299
"41.206.41.26.",2007,0,0.441558442
"41.209.41.63.",2007,0,0.506024096
"41.212.41.67.",2007,0,0.489051095
"41.214.41.36.",2007,0,0.350746269
"41.234.41.54.",2007,0,0.42
"41.238.41.72.",2007,0,0.548245614
"41.243.41.74.",2007,0,0.679245283
"41.258.41.60.",2007,0,0.435582822
"41.263.41.59.",2007,0,0.529850746
"42.004.42.167.",2007,0,0.344827586
"42.005.42.165.",2007,0,0.214285714
"42.006.42.167.",2007,0,0.284810127
"42.008s.42.173.",2007,0,0.254901961
"42.021.42.180.",2007,0,0.30141844
"42.022.42.185.",2007,0,0.246153846
"42.027.42.184.",2007,0,0.230337079
"42.028.42.187.",2007,0,0.222222222
"42.032s.42.713.",2007,0,0.347826087
"42.041.42.193.",2007,0,0.237288136
"42.048.42.137.",2007,0,0.151515152
"42.054.42.201.",2007,0,0.327380952
"42.061.42.70.",2007,0,0.184466019
"42.068.42.69.",2007,0,0.288702929
"42.097.42.2.",2007,0,0.201388889
"42.099.42.12.",2007,0,0.273584906
"42.104.42.80.",2007,0,0.219298246
"42.124.42.87.",2007,0,0.213114754
"42.139.42.91.",2007,0,0.305555556
"42.151.42.80.",2007,0,0.315068493
"42.161.42.150.",2007,0,0.250773994
"42.167.42.60.",2007,0,0.227091633
"42.172.42.83.",2007,0,0.307317073
"42.203.42.28.",2007,0,0.356643357
"42.206.42.26.",2007,0,0.330396476
"42.209.42.34.",2007,0,0.34
"42.222.42.41.",2007,0,0.36416185
"42.237.42.57.",2007,0,0.35978836
"55.013.55.86.",2007,0,0.293838863
"55.048.55.74.",2007,0,0.33632287
"55.050.55.139.",2007,0,0.329949239
"55.084.55.60.",2007,0,0.353233831
"55.085.55.87.",2007,0,0.242268041
"55.119.55.61.",2007,0,0.246987952
"55.129s.55.709.",2007,0,0.446428571
"55.133.55.146.",2007,0,0.279835391
"55.149.55.49.",2007,0,0.211956522
"55.152.55.102.",2007,0,0.27027027
"55.160.55.12.",2007,0,0.248677249
"55.161.55.51.",2007,0,0.19921875
"55.166.55.57.",2007,0,0.183168317
"55.172.55.105.",2007,0,0.201117318
"55.174.55.103.",2007,0,0.2
"55.191.55.117.",2007,0,0.157303371
"55.205.55.120.",2007,0,0.224489796
"55.235.55.186.",2007,0,0.162790698
"58.001.58.1.",2007,0,0.30625
"58.004.58.4.",2007,0,0.380090498
"58.017.58.9.",2007,0,0.369863014
"58.034.58.141.",2007,0,0.33632287
"58.036.58.125.",2007,0,0.414448669
"58.051.58.150.",2007,0,0.43697479
"58.053.58.136.",2007,0,0.414634146
"58.082.58.45.",2007,0,0.46743295
"58.087.58.135.",2007,0,0.427184466
"58.088s.58.706.",2007,0,0.684210526
"58.130.58.79.",2007,0,0.475
"58.136.58.112.",2007,0,0.472826087
"58.142.58.96.",2007,0,0.543859649
"58.144.58.94.",2007,0,0.486111111
"58.147.58.156.",2007,0,0.429245283
"58.163.58.240.",2007,0,0.397183099
"58.164.58.241.",2007,0,0.426966292
"58.165.58.242.",2007,0,0.335689046
"58.166.58.157.",2007,0,0.403361345
"58.167.58.160.",2007,0,0.446808511
"58.176.58.238.",2007,0,0.417808219
"58.181.58.159.",2007,0,0.507389163
"58.186.58.162.",2007,0,0.405714286
"58.222.58.177.",2007,0,0.459330144
"67.002s.67.701.",2007,0,0.257142857
"67.036.67.37.",2007,0,0.214659686
"67.038.67.6.",2007,0,0.356521739
"67.041.67.38.",2007,0,0.4
"67.086.67.55.",2007,0,0.37037037
"67.087.67.8.",2007,0,0.227979275
"67.122.67.13.",2007,0,0.233870968
"67.125.67.122.",2007,0,0.216748768
"67.165.67.125.",2007,0,0.153508772
"67.187.67.120.",2007,0,0.206030151
"67.188.67.120.",2007,0,0.239726027
"67.224.67.159.",2007,0,0.297297297
"69.013.69.69.",2007,0,0.190184049
"69.015.69.65.",2007,0,0.344262295
"69.032.69.75.",2007,0,0.186567164
"69.037.69.6.",2007,0,0.245614035
"69.044.69.79.",2007,0,0.25203252
"69.052.69.85.",2007,0,0.207253886
"69.056.69.14.",2007,0,0.261261261
"69.057.69.42.",2007,0,0.315
"69.069.69.33.",2007,0,0.313333333
"69.081s.69.703.",2007,0,0.25
"69.098.69.97.",2007,0,0.178571429
"69.105.69.99.",2007,0,0.236842105
"69.111.69.110.",2007,0,0.290598291
"69.116.69.107.",2007,0,0.252427184
"69.127.69.41.",2007,0,0.219895288
"69.131.69.120.",2007,0,0.144578313
"69.139.69.115.",2007,0,0.25862069
"69.140.69.135.",2007,0,0.25
"69.149.69.128.",2007,0,0.202020202
"69.151.69.131.",2007,0,0.264150943
"69.179.69.144.",2007,0,0.242647059
"69.193.69.138.",2007,0,0.260330579
"69.212.69.173.",2007,0,0.325966851
"69.216.69.177.",2007,0,0.273584906
"69.221.69.174.",2007,0,0.293103448
"69.232.69.58.",2007,0,0.464
"70.014.70.5.",2007,0,0.290598291
"70.022.70.24.",2007,0,0.304347826
"70.023.70.4.",2007,0,0.371069182
"70.024s.70.700.",2007,0,0.5
"70.032.70.9.",2007,0,0.34965035
"70.035s.70.701.",2007,0,0.346938776
"70.049.70.34.",2007,0,0.36744186
"70.058.70.60.",2007,0,0.422222222
"70.075.70.49.",2007,0,0.409090909
"70.095.70.86.",2007,0,0.462121212
"70.113-1s.70.706.",2007,0,0.506329114
"70.113.70.70.",2007,0,0.529411765
"70.114.70.71.",2007,0,0.649006623
"70.123.70.76.",2007,0,0.4
"70.125.70.88.",2007,0,0.457286432
"70.227.70.156.",2007,0,0.417721519
"73.002.73.2.",2007,0,0.359756098
"73.003.73.1.",2007,0,0.457317073
"73.004.73.6.",2007,0,0.470588235
"73.012.73.14.",2007,0,0.427884615
"73.017.73.12.",2007,0,0.398230088
"73.030.73.21.",2007,0,0.360465116
"73.035.73.23.",2007,0,0.441558442
"73.051.73.26.",2007,0,0.527131783
"73.058.73.41.",2007,0,0.533980583
"73.061.73.46.",2007,0,0.459302326
"73.082.73.56.",2007,0,0.424107143
"73.084.73.65.",2007,0,0.415841584
"73.094.73.67.",2007,0,0.468468468
"73.103.73.139.",2007,0,0.41221374
"73.197.73.145.",2007,0,0.471014493
"73.204.73.141.",2007,0,0.343283582
"73.210.73.165.",2007,0,0.307692308
"73.227s.73.722.",2007,0,0.724137931
"73.252.73.179.",2007,0,0.444444444
"85.010.85.121.",2007,0,0.240437158
"85.013.85.83.",2007,0,0.2
"85.015.85.119.",2007,0,0.207692308
"85.022.85.6.",2007,0,0.229357798
"85.038.85.67.",2007,0,0.221153846
"85.047.85.79.",2007,0,0.261904762
"85.048.85.84.",2007,0,0.305418719
"85.051.85.9.",2007,0,0.139705882
"85.094.85.49.",2007,0,0.224489796
"85.107.85.87.",2007,0,0.246268657
"85.118.85.50.",2007,0,0.180555556
"85.120.85.51.",2007,0,0.215909091
"85.143.85.88.",2007,0,0.198924731
"85.153.85.142.",2007,0,0.401015228
"85.176.85.101.",2007,0,0.234375
"85.177.85.107.",2007,0,0.220512821
"85.179.85.108.",2007,0,0.184971098
"85.181.85.91.",2007,0,0.333333333
"85.183.85.109.",2007,0,0.277173913
"85.202.85.170.",2007,0,0.23364486
"85.214.85.143.",2007,0,0.163934426
"85.215.85.182.",2007,0,0.236220472
"85.275.85.213.",2007,0,0.22
"85.287.85.153.",2007,0,0.194736842
"85.293.85.156.",2007,0,0.207446809
"85.304.85.233.",2007,0,0.205882353
"85.308.85.236.",2007,0,0.2578125
"87.007.87.84.",2007,0,0.505154639
"87.012.87.108.",2007,0,0.452830189
"87.041.87.60.",2007,0,0.370165746
"87.042.87.64.",2007,0,0.528169014
"87.048.87.4.",2007,0,0.263157895
"87.066.87.1.",2007,0,0.183673469
"87.081.87.109.",2007,0,0.410958904
"87.082.87.109.",2007,0,0.608465608
"87.209.87.71.",2007,0,0.472222222
"87.215.87.31.",2007,0,0.35359116
"90.025.90.26.",2007,0,0.397515528
"90.028.90.30.",2007,0,0.475903614
"90.053.90.42.",2007,0,0.389473684
"90.126.90.77.",2007,0,0.396396396
"90.162.90.41.",2007,0,0.29468599
"90.165.90.46.",2007,0,0.349753695
"90.167.90.53.",2007,0,0.401197605
"90.176.90.12.",2007,0,0.235772358
"91.009.91.13.",2007,0,0.24742268
"91.024.91.20.",2007,0,0.413793103
"91.030.91.27.",2007,0,0.297101449
"91.031.91.29.",2007,0,0.205882353
"91.034.91.24.",2007,0,0.23880597
"91.049.91.36.",2007,0,0.6
"91.061.91.50.",2007,0,0.375
"91.146.91.63.",2007,0,0.429411765
"91.147.91.55.",2007,0,0.472972973
"91.180.91.122.",2007,0,0.375
"98.090.98.69.",2007,0,0.147826087
"98.095.98.158.",2007,0,0.520833333
"98.100.98.80.",2007,0,0
"98.229.98.176.",2007,0,0.217821782
"98.232.98.207.",2007,0,0.191780822
"98.263.98.206.",2007,0,0.222222222
"10.002.10.1.",2003,0,0.43416
"10.018.10.9.",2003,0,0.30488
"10.021.10.32.",2003,0,0.27149
"10.026.10.13.",2003,0,0.30389
"10.028.10.16.",2003,0,0.26144
"10.035s.10.702.",2003,0,0.35227
"10.038.10.31.",2003,0,0.28521
"10.039.10.34.",2003,0,0.33684
"10.047.10.26.",2003,0,0.3066
"10.055.10.24.",2003,0,0.41724
"10.067.10.95.",2003,0,0.25177
"10.068.10.97.",2003,0,0.25177
"10.079.10.112.",2003,0,0.30201
"10.103.10.52.",2003,0,0.28862
"10.152.10.96.",2003,0,0.22
"10.181.10.150.",2003,0,0.27451
"10.185.10.146.",2003,0,0.23223
"10.206.10.148.",2003,0,0.25606
"10.223.10.167.",2003,0,0.38462
"10.227.10.203.",2003,0,0.23529
"10.228.10.162.",2003,0,0.34413
"10.229.10.165.",2003,0,0.34413
"10.235.10.195.",2003,0,0.27402
"10.245.10.218.",2003,0,0.20103
"10.248.10.221.",2003,0,0.30061
"10.267.10.211.",2003,0,0.41
"10.271.10.207.",2003,0,0.29787
"10.275.10.223.",2003,0,0.40606
"105.004.105.5.",2003,0,0.28755
"105.022.105.16.",2003,0,0.2268
"105.088.105.64.",2003,0,0.27687
"105.099.105.54.",2003,0,0.28488
"105.116.105.111.",2003,0,0.30409
"105.120.105.200.",2003,0,0.29218
"105.127.105.199.",2003,0,0.31068
"105.136.105.197.",2003,0,0.31068
"105.196.105.133.",2003,0,0.33854
"105.201.105.131.",2003,0,0.43902
"105.213.105.207.",2003,0,0.48571
"105.232.105.145.",2003,0,0.34286
"105.236.105.226.",2003,0,0.29032
"105.252.105.222.",2003,0,0.31955
"14.141.14.208.",2003,0,0.57746
"14.148.14.73.",2003,0,0.71296
"14.163.14.193.",2003,0,0.46304
"14.164.14.77.",2003,0,0.82234
"14.191.14.1.",2003,0,0.38947
"14.193.14.2.",2003,0,0.41353
"14.194.14.1.",2003,0,0.38947
"14.204s.14.700.",2003,0,0.3617
"14.205.14.67.",2003,0,0.42795
"14.215.14.7.",2003,0,0.32813
"14.263.14.49.",2003,0,0.45833
"18.028.18.31.",2003,0,0.23664
"18.063.18.140.",2003,0,0.24832
"18.114.18.96.",2003,0,0.22222
"18.134.18.20.",2003,0,0.17742
"18.180.18.43.",2003,0,0.19929
"18.183.18.98.",2003,0,0.17538
"18.192.18.108.",2003,0,0.28472
"18.196.18.152.",2003,0,0.404
"19.005.19.3.",2003,0,0.28
"19.011.19.65.",2003,0,0.31128
"19.019.19.66.",2003,0,0.35242
"19.070.19.71.",2003,0,0.35294
"19.075.19.57.",2003,0,0.38372
"19.082.19.31.",2003,0,0.25373
"19.084.19.77.",2003,0,0.36653
"19.098.19.195.",2003,0,0.37407
"19.099.19.193.",2003,0,0.31959
"19.124.19.177.",2003,0,0.29204
"19.125s.19.711.",2003,0,0.31174
"2.033s.2.700.",2003,0,0.38854
"2.036.2.20.",2003,0,0.31034
"2.048.2.30.",2003,0,0.54545
"2.065.2.39.",2003,0,0.41935
"2.073.2.56.",2003,0,0.44211
"2.075.2.46.",2003,0,0.41154
"2.083.2.82.",2003,0,0.44848
"2.106.2.110.",2003,0,0.48603
"2.110.2.52.",2003,0,0.47926
"2.112.2.58.",2003,0,0.50898
"2.131.2.116.",2003,0,0.46154
"2.145.2.112.",2003,0,0.46154
"2.149.2.60.",2003,0,0.48052
"2.152.2.63.",2003,0,0.35644
"2.163.2.72.",2003,0,0.6129
"2.166.2.75.",2003,0,0.56098
"2.175.2.103.",2003,0,0.48913
"2.176.2.105.",2003,0,0.48128
"2.177.2.107.",2003,0,0.47449
"2.179.2.121.",2003,0,0.61607
"2.198.2.135.",2003,0,0.49219
"2.207.2.137.",2003,0,0.40331
"21.003.21.4.",2003,0,0.33829
"21.008.21.7.",2003,0,0.3697
"21.021.21.20.",2003,0,0.45802
"21.036.21.25.",2003,0,0.41553
"21.049.21.41.",2003,0,0.56889
"21.055.21.53.",2003,0,0.47647
"21.077.21.88.",2003,0,0.53409
"21.169.21.112.",2003,0,0.35032
"21.170.21.125.",2003,0,0.4901
"21.196.21.118.",2003,0,0.30657
"21.201.21.92.",2003,0,0.65502
"21.203.21.128.",2003,0,0.42138
"21.211.21.95.",2003,0,0.52258
"21.222.21.131.",2003,0,0.50314
"22.001.22.6.",2003,0,0.40313
"22.003.22.4.",2003,0,0.43542
"22.013.22.30.",2003,0,0.41732
"22.016.22.36.",2003,0,0.34848
"22.025.22.65.",2003,0,0.41892
"22.054.22.48.",2003,0,0.37778
"22.055.22.61.",2003,0,0.4281
"22.075.22.20.",2003,0,0.34946
"22.077.22.82.",2003,0,0.48501
"22.104.22.51.",2003,0,0.35714
"22.107.22.58.",2003,0,0.49286
"22.125.22.57.",2003,0,0.40678
"22.129.22.122.",2003,0,0.42958
"22.168.22.199.",2003,0,0.31278
"22.175.22.131.",2003,0,0.58706
"22.213.22.207.",2003,0,0.44737
"22.262.22.161.",2003,0,0.4386
"28.013.28.171.",2003,0,0.43396
"28.028.28.143.",2003,0,0.42775
"28.034.28.95.",2003,0,0.3653
"28.045.28.52.",2003,0,0.235
"28.049.28.126.",2003,0,0.35185
"28.058.28.177.",2003,0,0.28358
"28.066.28.50.",2003,0,0.29817
"28.068.28.97.",2003,0,0.38039
"28.075.28.103.",2003,0,0.40773
"28.098.28.205.",2003,0,0.30594
"28.103.28.92.",2003,0,0.40773
"28.104.28.104.",2003,0,0.33574
"28.115.28.182.",2003,0,0.31746
"28.116.28.184.",2003,0,0.31111
"28.119.28.208.",2003,0,0.29108
"28.120.28.211.",2003,0,0.39306
"28.122.28.26.",2003,0,0.39181
"28.125.28.29.",2003,0,0.44131
"28.134.28.91.",2003,0,0.39837
"28.138.28.135.",2003,0,0.43284
"28.140.28.147.",2003,0,0.37652
"28.155.28.37.",2003,0,0.396
"28.173.28.60.",2003,0,0.41156
"28.192.28.85.",2003,0,0.41156
"28.197.28.134.",2003,0,0.34921
"28.199.28.3.",2003,0,0.24752
"28.206.28.107.",2003,0,0.43373
"28.219.28.121.",2003,0,0.37363
"28.227.28.115.",2003,0,0.43458
"28.229.28.8.",2003,0,0.29496
"28.245.28.16.",2003,0,0.30769
"29.001.29.1.",2003,0,0.18095
"29.007.29.3.",2003,0,0.38462
"29.010.29.27.",2003,0,0.29767
"29.024.29.10.",2003,0,0.34715
"29.027.29.19.",2003,0,0.31973
"29.030.29.8.",2003,0,0.30542
"29.036.29.62.",2003,0,0.30435
"29.037.29.16.",2003,0,0.31056
"29.041.29.51.",2003,0,0.17434
"29.054.29.39.",2003,0,0.31034
"29.063.29.40.",2003,0,0.48347
"29.066.29.110.",2003,0,0.3308
"29.069.29.114.",2003,0,0.45745
"29.086.29.123.",2003,0,0.41928
"29.091.29.69.",2003,0,0.29469
"29.097.29.129.",2003,0,0.38158
"29.099.29.136.",2003,0,0.38519
"29.103.29.75.",2003,0,0.39252
"29.106.29.73.",2003,0,0.33828
"29.112.29.107.",2003,0,0.24569
"29.114.29.131.",2003,0,0.25342
"29.117.29.134.",2003,0,0.39583
"29.120.29.155.",2003,0,0.39875
"29.185.29.83.",2003,0,0.19802
"29.187.29.81.",2003,0,0.32673
"29.190.29.78.",2003,0,0.35065
"29.191.29.84.",2003,0,0.27972
"29.203.29.154.",2003,0,0.32906
"29.209.29.86.",2003,0,0.27799
"29.242.29.174.",2003,0,0.34201
"29.246.29.231.",2003,0,0.30435
"34.005.34.1.",2003,0,0.53495
"34.008.34.7.",2003,0,0.52778
"34.012.34.8.",2003,0,0.43434
"34.015.34.9.",2003,0,0.43434
"34.035.34.23.",2003,0,0.46186
"34.036.34.25.",2003,0,0.42324
"34.044.34.71.",2003,0,0.26724
"34.045.34.31.",2003,0,0.544
"34.048.34.47.",2003,0,0.53807
"34.068.34.51.",2003,0,0.44737
"34.086.34.76.",2003,0,0.27612
"34.088.34.55.",2003,0,0.49776
"34.094.34.74.",2003,0,0.36134
"34.098.34.59.",2003,0,0.53744
"34.100.34.64.",2003,0,0.48057
"34.103.34.56.",2003,0,0.3787
"34.109.34.66.",2003,0,0.46324
"34.114.34.70.",2003,0,0.46324
"34.129.34.107.",2003,0,0.40602
"34.168.34.120.",2003,0,0.38378
"34.172.34.115.",2003,0,0.33898
"34.225.34.141.",2003,0,0.46125
"34.231.34.136.",2003,0,0.46512
"34.235.34.178.",2003,0,0.36036
"34.241.34.182.",2003,0,0.46939
"34.243.34.183.",2003,0,0.50896
"34.266.34.188.",2003,0,0.26943
"36.003.36.209.",2003,0,0.66
"36.006.36.5.",2003,0,0.52857
"36.007.36.212.",2003,0,0.56452
"36.011.36.8.",2003,0,0.50633
"36.012.36.9.",2003,0,0.59783
"36.017.36.10.",2003,0,0.53478
"36.027.36.189.",2003,0,0.62917
"36.035.36.18.",2003,0,0.5865
"36.039.36.21.",2003,0,0.5931
"36.165.36.56.",2003,0,0.60104
"36.246.36.202.",2003,0,0.45294
"36.269.36.178.",2003,0,0.68504
"36.278.36.153.",2003,0,0.54545
"36.283.36.215.",2003,0,0.63333
"36.404.36.426.",2003,0,0.70122
"36.413.36.418.",2003,0,0.52083
"36.414.36.420.",2003,0,0.52083
"40.009.40.62.",2003,0,0.38403
"40.010.40.64.",2003,0,0.38403
"40.019.40.65.",2003,0,0.4065
"40.023.40.162.",2003,0,0.43919
"40.028.40.69.",2003,0,0.45726
"40.041.40.66.",2003,0,0.48182
"40.058.40.76.",2003,0,0.48734
"40.059.40.71.",2003,0,0.45726
"40.062.40.183.",2003,0,0.3964
"40.066.40.187.",2003,0,0.39216
"40.068.40.78.",2003,0,0.48734
"40.072.40.79.",2003,0,0.48734
"40.073.40.81.",2003,0,0.4965
"40.076.40.166.",2003,0,0.37209
"40.080.40.127.",2003,0,0.48052
"40.085.40.168.",2003,0,0.33641
"40.089.40.82.",2003,0,0.47191
"40.107.40.144.",2003,0,0.40891
"40.130s.40.715.",2003,0,0.62016
"40.131.40.171.",2003,0,0.38265
"40.153.40.148.",2003,0,0.46875
"40.156.40.106.",2003,0,0.54545
"40.160.40.87.",2003,0,0.3018
"40.163.40.89.",2003,0,0.375
"40.172.40.115.",2003,0,0.53017
"40.178.40.51.",2003,0,0.415
"40.187.40.39.",2003,0,0.4702
"40.192.40.1.",2003,0,0.34965
"40.224.40.21.",2003,0,0.46711
"40.234.40.48.",2003,0,0.44928
"40.244.40.46.",2003,0,0.42162
"40.248.40.46.",2003,0,0.42162
"40.249.40.23.",2003,0,0.53039
"41.029.41.189.",2003,0,0.41429
"41.031.41.121.",2003,0,0.25
"41.039.41.203.",2003,0,0.32653
"41.050.41.124.",2003,0,0.31923
"41.051.41.126.",2003,0,0.31923
"41.053.41.131.",2003,0,0.216
"41.062.41.125.",2003,0,0.28205
"41.063.41.134.",2003,0,0.33884
"41.065.41.144.",2003,0,0.33333
"41.067.41.143.",2003,0,0.30259
"41.076.41.208.",2003,0,0.35294
"41.090.41.136.",2003,0,0.31884
"41.111.41.156.",2003,0,0.41304
"41.134.41.5.",2003,0,0.54688
"41.140.41.17.",2003,0,0.54579
"41.144.41.12.",2003,0,0.4484
"41.157.41.100.",2003,0,0.40594
"41.167.41.120.",2003,0,0.45588
"41.168.41.21.",2003,0,0.55689
"41.169.41.22.",2003,0,0.44681
"41.171.41.94.",2003,0,0.54819
"41.172.41.93.",2003,0,0.50595
"41.179.41.113.",2003,0,0.51802
"41.206.41.26.",2003,0,0.52542
"41.209.41.63.",2003,0,0.58268
"41.212.41.67.",2003,0,0.48718
"41.214.41.36.",2003,0,0.51709
"41.234.41.54.",2003,0,0.64088
"41.238.41.72.",2003,0,0.55782
"41.243.41.74.",2003,0,0.46218
"41.258.41.60.",2003,0,0.57071
"41.263.41.59.",2003,0,0.48175
"42.004.42.167.",2003,0,0.43158
"42.005.42.165.",2003,0,0.33333
"42.006.42.167.",2003,0,0.43158
"42.008s.42.173.",2003,0,0.296
"42.021.42.180.",2003,0,0.31122
"42.022.42.185.",2003,0,0.27273
"42.027.42.184.",2003,0,0.34016
"42.028.42.187.",2003,0,0.33505
"42.032s.42.713.",2003,0,0.46694
"42.041.42.193.",2003,0,0.31518
"42.048.42.137.",2003,0,0.35294
"42.054.42.201.",2003,0,0.33939
"42.061.42.70.",2003,0,0.27111
"42.068.42.69.",2003,0,0.33333
"42.097.42.2.",2003,0,0.38
"42.099.42.12.",2003,0,0.35052
"42.104.42.80.",2003,0,0.47938
"42.124.42.87.",2003,0,0.41935
"42.139.42.91.",2003,0,0.40221
"42.151.42.80.",2003,0,0.49488
"42.161.42.150.",2003,0,0.43284
"42.167.42.60.",2003,0,0.30641
"42.172.42.83.",2003,0,0.52444
"42.203.42.28.",2003,0,0.38537
"42.206.42.26.",2003,0,0.34167
"42.209.42.34.",2003,0,0.39462
"42.222.42.41.",2003,0,0.46193
"42.237.42.57.",2003,0,0.37126
"55.013.55.86.",2003,0,0.43673
"55.048.55.74.",2003,0,0.25551
"55.050.55.139.",2003,0,0.25551
"55.084.55.60.",2003,0,0.5445
"55.085.55.87.",2003,0,0.39033
"55.119.55.61.",2003,0,0.42424
"55.129s.55.709.",2003,0,0.21538
"55.133.55.146.",2003,0,0.22222
"55.149.55.49.",2003,0,0.448
"55.152.55.102.",2003,0,0.21277
"55.160.55.12.",2003,0,0.45714
"55.161.55.51.",2003,0,0.51598
"55.166.55.57.",2003,0,0.44495
"55.172.55.105.",2003,0,0.19681
"55.174.55.103.",2003,0,0.16216
"55.191.55.117.",2003,0,0.1896
"55.205.55.120.",2003,0,0.34091
"55.235.55.186.",2003,0,0.14286
"58.001.58.1.",2003,0,0.33862
"58.004.58.4.",2003,0,0.44643
"58.017.58.9.",2003,0,0.35652
"58.034.58.141.",2003,0,0.35111
"58.036.58.125.",2003,0,0.46974
